# World Bank Open Data SP.POP.TOTL, last updated 2026-07-13, CC BY 4.0
iso3,year,value
CIV,2024,31934230
CIV,2025,32711547
CMR,2010,19668066
CMR,2011,20232304
CMR,2012,20809529
CMR,2013,21402376
CMR,2014,22059893
CMR,2015,22763414
CMR,2016,23454161
CMR,2017,24128601
CMR,2018,24806383
CMR,2019,25506095
CMR,2020,26210558
CMR,2021,26915758
CMR,2022,27632771
CMR,2023,28372687
CMR,2024,29123744
CMR,2025,29879337
COD,2010,68563038
COD,2011,70849311
COD,2012,73254618
COD,2013,75789395
COD,2014,78403242
COD,2015,81035531
COD,2016,83956415
COD,2017,87083398
COD,2018,90047644
COD,2019,92947442
COD,2020,95989998
COD,2021,99148932
COD,2022,102396968
COD,2023,105789731
COD,2024,109276265
COD,2025,112832473
COG,2010,4462290
COG,2011,4609724
COG,2012,4740450
COG,2013,4857099
COG,2014,4975880
COG,2015,5097581
COG,2016,5222536
COG,2017,5351011
COG,2018,5483118
COG,2019,5616661
COG,2020,5752791
COG,2021,5892183
COG,2022,6035104
COG,2023,6182885
COG,2024,6332961
COG,2025,6484437
COL,2010,44777319
COL,2011,45259614
COL,2012,45715810
COL,2013,46151584
COL,2014,46565429
COL,2015,46969940
COL,2016,47437512
COL,2017,48131078
COL,2018,49024465
COL,2019,49907985
COL,2020,50629997
COL,2021,51188173
COL,2022,51737944
COL,2023,52321152
COL,2024,52886363
COL,2025,53425635
COM,2010,654836
COM,2011,668056
COM,2012,681630
COM,2013,696192
COM,2014,711503
COM,2015,726682
COM,2016,741741
COM,2017,756669
COM,2018,771590
COM,2019,786578
COM,2020,802163
COM,2021,818174
COM,2022,834188
COM,2023,850387
COM,2024,866628
COM,2025,882847
CPV,2010,509784
CPV,2011,511447
CPV,2012,511955
CPV,2013,512225
CPV,2014,512326
CPV,2015,512394
CPV,2016,512554
CPV,2017,512893
CPV,2018,513415
CPV,2019,514104
CPV,2020,514679
CPV,2021,516649
CPV,2022,519741
CPV,2023,522331
CPV,2024,524877
CPV,2025,527326
CRI,2010,4555962
CRI,2011,4609833
CRI,2012,4663934
CRI,2013,4716147
CRI,2014,4767119
CRI,2015,4818038
CRI,2016,4866998
CRI,2017,4913177
CRI,2018,4957818
CRI,2019,4999553
CRI,2020,5034320
CRI,2021,5059988
CRI,2022,5081765
CRI,2023,5105525
CRI,2024,5129910
CRI,2025,5152950
CUB,2010,11297409
CUB,2011,11301571
CUB,2012,11303175
CUB,2013,11298167
CUB,2014,11285775
CUB,2015,11275065
CUB,2016,11265612
CUB,2017,11247829
CUB,2018,11227118
CUB,2019,11202846
CUB,2020,11176354
CUB,2021,11122168
CUB,2022,11059820
CUB,2023,11019931
CUB,2024,10979783
CUB,2025,10937203
CYP,2010,1127816
CYP,2011,1146493
CYP,2012,1165397
CYP,2013,1183895
CYP,2014,1201801
CYP,2015,1219502
CYP,2016,1237112
CYP,2017,1254275
CYP,2018,1270737
CYP,2019,1286671
CYP,2020,1302247
CYP,2021,1317309
CYP,2022,1331370
CYP,2023,1344976
CYP,2024,1358282
CYP,2025,1370754
CZE,2010,10474410
CZE,2011,10496088
CZE,2012,10510785
CZE,2013,10514272
CZE,2014,10525347
CZE,2015,10546059
CZE,2016,10566332
CZE,2017,10594438
CZE,2018,10629928
CZE,2019,10671870
CZE,2020,10697858
CZE,2021,10505772
CZE,2022,10672118
CZE,2023,10864042
CZE,2024,10905028
CZE,2025,10886878
DEU,2010,81776930
DEU,2011,80274983
DEU,2012,80425823
DEU,2013,80645605
DEU,2014,80982500
DEU,2015,81686611
DEU,2016,82348669
DEU,2017,82657002
DEU,2018,82905782
DEU,2019,83092962
DEU,2020,83160871
DEU,2021,83196078
DEU,2022,83177813
DEU,2023,83287273
DEU,2024,83516593
DEU,2025,83491249
DJI,2010,930251
DJI,2011,948558
DJI,2012,966747
DJI,2013,984824
DJI,2014,1002717
DJI,2015,1020313
DJI,2016,1037653
DJI,2017,1054841
DJI,2018,1071882
DJI,2019,1088709
DJI,2020,1105188
DJI,2021,1121248
DJI,2022,1137096
DJI,2023,1152944
DJI,2024,1168722
DJI,2025,1184076
DMA,2010,68859
DMA,2011,69053
DMA,2012,69118
DMA,2013,69715
DMA,2014,70373
DMA,2015,70410
DMA,2016,69606
DMA,2017,68496
DMA,2018,68174
DMA,2019,67880
DMA,2020,67573
DMA,2021,67202
DMA,2022,66826
DMA,2023,66510
DMA,2024,66205
DMA,2025,65871
DNK,2010,5547683
DNK,2011,5570572
DNK,2012,5591572
DNK,2013,5614932
DNK,2014,5643475
DNK,2015,5683483
DNK,2016,5728010
DNK,2017,5764980
DNK,2018,5793636
DNK,2019,5814422
DNK,2020,5831404
DNK,2021,5856733
DNK,2022,5903037
DNK,2023,5946952
DNK,2024,5976992
DNK,2025,6009169
DOM,2010,9820175
DOM,2011,9945621
DOM,2012,10070411
DOM,2013,10193833
DOM,2014,10315528
DOM,2015,10434829
DOM,2016,10551430
DOM,2017,10666843
DOM,2018,10782053
DOM,2019,10894043
DOM,2020,11008300
DOM,2021,11123476
DOM,2022,11230734
DOM,2023,11331265
DOM,2024,11427557
DOM,2025,11520487
DZA,2010,36188236
DZA,2011,36903376
DZA,2012,37646166
DZA,2013,38414171
DZA,2014,39205031
DZA,2015,40019529
DZA,2016,40850721
DZA,2017,41689299
DZA,2018,42505035
DZA,2019,43294546
DZA,2020,44042091
DZA,2021,44761099
DZA,2022,45477389
DZA,2023,46164219
DZA,2024,46814308
DZA,2025,47435312
ECU,2010,15076695
ECU,2011,15326227
ECU,2012,15572194
ECU,2013,15807128
ECU,2014,16035124
ECU,2015,16266225
ECU,2016,16505139
ECU,2017,16759519
ECU,2018,17049547
ECU,2019,17340021
ECU,2020,17546065
ECU,2021,17682454
ECU,2022,17823897
ECU,2023,17980083
ECU,2024,18135478
ECU,2025,18289896
EGY,2010,89196072
EGY,2011,91093059
EGY,2012,93161001
EGY,2013,95333553
EGY,2014,97528654
EGY,2015,99597342
EGY,2016,101644589
EGY,2017,103696057
EGY,2018,105682094
EGY,2019,107553158
EGY,2020,109315124
EGY,2021,110957008
EGY,2022,112618250
EGY,2023,114535772
EGY,2024,116538258
EGY,2025,118365995
ERI,2010,2945186
ERI,2011,2998485
ERI,2012,3036988
ERI,2013,3074360
ERI,2014,3095173
ERI,2015,3105546
ERI,2016,3124698
ERI,2017,3150347
ERI,2018,3192760
ERI,2019,3240194
ERI,2020,3291271
ERI,2021,3350183
ERI,2022,3409447
ERI,2023,3470390
ERI,2024,3535603
ERI,2025,3607003
ESP,2010,46576897
ESP,2011,46742697
ESP,2012,46773055
ESP,2013,46604197
ESP,2014,46460733
ESP,2015,46422303
ESP,2016,46458139
ESP,2017,46571232
ESP,2018,46782011
ESP,2019,47118501
ESP,2020,47359424
ESP,2021,47443821
ESP,2022,47786102
ESP,2023,48352528
ESP,2024,48848840
ESP,2025,49355143
EST,2010,1331475
EST,2011,1327439
EST,2012,1322696
EST,2013,1317997
EST,2014,1314545
EST,2015,1315407
EST,2016,1315790
EST,2017,1317384
EST,2018,1321977
EST,2019,1326898
EST,2020,1329522
EST,2021,1330932
EST,2022,1348840
EST,2023,1370286
EST,2024,1372341
EST,2025,1366475
ETH,2010,90538514
ETH,2011,93149970
ETH,2012,95798767
ETH,2013,98438751
ETH,2014,101115610
ETH,2015,103867135
ETH,2016,106718162
ETH,2017,109666481
ETH,2018,112664152
ETH,2019,115737383
ETH,2020,118917671
ETH,2021,122138588
ETH,2022,125384287
ETH,2023,128691692
ETH,2024,132059767
ETH,2025,135472051
FIN,2010,5363352
FIN,2011,5388272
FIN,2012,5413971
FIN,2013,5438972
FIN,2014,5461512
FIN,2015,5479531
FIN,2016,5495303
FIN,2017,5508214
FIN,2018,5515525
FIN,2019,5521606
FIN,2020,5529543
FIN,2021,5541017
FIN,2022,5556106
FIN,2023,5583911
FIN,2024,5619911
FIN,2025,5646436
FJI,2010,910419
FJI,2011,912989
FJI,2012,914918
FJI,2013,916352
FJI,2014,917585
FJI,2015,918578
FJI,2016,919166
FJI,2017,918759
FJI,2018,917180
FJI,2019,914899
FJI,2020,914963
FJI,2021,916711
FJI,2022,919422
FJI,2023,924145
FJI,2024,928784
FJI,2025,933154
FRA,2010,65026211
FRA,2011,65340830
FRA,2012,65657659
FRA,2013,65997932
FRA,2014,66312067
FRA,2015,66548272
FRA,2016,66724104
FRA,2017,66918020
FRA,2018,67158348
FRA,2019,67382061
FRA,2020,67601110
FRA,2021,67842811
FRA,2022,68184457
FRA,2023,68372286
FRA,2024,68551653
FRA,2025,68720337
FSM,2010,107540
FSM,2011,107698
FSM,2012,107890
FSM,2013,108121
FSM,2014,108396
FSM,2015,108716
FSM,2016,109075
FSM,2017,109481
FSM,2018,109909
FSM,2019,110282
FSM,2020,110916
FSM,2021,111624
FSM,2022,112114
FSM,2023,112630
FSM,2024,113160
FSM,2025,113683
GAB,2010,1719879
GAB,2011,1781985
GAB,2012,1846889
GAB,2013,1913059
GAB,2014,1978399
GAB,2015,2040989
GAB,2016,2100306
GAB,2017,2156900
GAB,2018,2212318
GAB,2019,2267706
GAB,2020,2322539
GAB,2021,2376722
GAB,2022,2430747
GAB,2023,2484789
GAB,2024,2538952
GAB,2025,2593130
GBR,2010,62766365
GBR,2011,63258810
GBR,2012,63711000
GBR,2013,64138000
GBR,2014,64619000
GBR,2015,65087000
GBR,2016,65606000
GBR,2017,65964000
GBR,2018,66287000
GBR,2019,66628000
GBR,2020,66740000
GBR,2021,66978000
GBR,2022,67636000
GBR,2023,68526000
GBR,2024,69281000
GBR,2025,69487000
GEO,2010,3786695
GEO,2011,3756441
GEO,2012,3728874
GEO,2013,3717668
GEO,2014,3719414
GEO,2015,3725276
GEO,2016,3727505
GEO,2017,3728004
GEO,2018,3726549
GEO,2019,3720161
GEO,2020,3722716
GEO,2021,3708610
GEO,2022,3712502
GEO,2023,3715483
GEO,2024,3812518
GEO,2025,3935766
GHA,2010,25474995
GHA,2011,26095088
GHA,2012,26734268
GHA,2013,27386193
GHA,2014,28041592
GHA,2015,28696068
GHA,2016,29356742
GHA,2017,30008354
GHA,2018,30637585
GHA,2019,31258945
GHA,2020,31887809
GHA,2021,32518665
GHA,2022,33149152
GHA,2023,33787914
GHA,2024,34427414
GHA,2025,35064272
GIN,2010,10396086
GIN,2011,10656810
GIN,2012,10921581
GIN,2013,11191873
GIN,2014,11472924
GIN,2015,11767070
GIN,2016,12073030
GIN,2017,12385659
GIN,2018,12704774
GIN,2019,13034346
GIN,2020,13371183
GIN,2021,13710513
GIN,2022,14055137
GIN,2023,14405468
GIN,2024,14754785
GIN,2025,15099727
GMB,2010,1926630
GMB,2011,1983784
GMB,2012,2043094
GMB,2013,2103820
GMB,2014,2164528
GMB,2015,2224529
GMB,2016,2283769
GMB,2017,2342189
GMB,2018,2399632
GMB,2019,2456844
GMB,2020,2515733
GMB,2021,2576010
GMB,2022,2636470
GMB,2023,2697845
GMB,2024,2759988
GMB,2025,2822093
GNB,2010,1566347
GNB,2011,1608076
GNB,2012,1651417
GNB,2013,1695973
GNB,2014,1741122
GNB,2015,1786457
GNB,2016,1831893
GNB,2017,1877072
GNB,2018,1922168
GNB,2019,1967696
GNB,2020,2013255
GNB,2021,2058841
GNB,2022,2105529
GNB,2023,2153339
GNB,2024,2201352
GNB,2025,2249515
GNQ,2010,1189085
GNQ,2011,1241835
GNQ,2012,1293483
GNQ,2013,1346218
GNQ,2014,1399828
GNQ,2015,1453923
GNQ,2016,1508186
GNQ,2017,1562396
GNQ,2018,1616422
GNQ,2019,1670177
GNQ,2020,1716468
GNQ,2021,1758786
GNQ,2022,1803545
GNQ,2023,1847549
GNQ,2024,1892516
GNQ,2025,1938431
GRC,2010,11121341
GRC,2011,11104899
GRC,2012,11045011
GRC,2013,10965211
GRC,2014,10892413
GRC,2015,10820883
GRC,2016,10775971
GRC,2017,10754679
GRC,2018,10732882
GRC,2019,10721582
GRC,2020,10698599
GRC,2021,10570130
GRC,2022,10437805
GRC,2023,10407351
GRC,2024,10405134
GRC,2025,10413962
GRD,2010,111586
GRD,2011,112079
GRD,2012,112775
GRD,2013,113487
GRD,2014,114132
GRD,2015,114676
GRD,2016,115130
GRD,2017,115438
GRD,2018,115691
GRD,2019,115981
GRD,2020,116341
GRD,2021,116688
GRD,2022,116913
GRD,2023,117081
GRD,2024,117207
GRD,2025,117303
GTM,2010,14500112
GTM,2011,14792126
GTM,2012,15089647
GTM,2013,15387337
GTM,2014,15681725
GTM,2015,15971743
GTM,2016,16268760
GTM,2017,16567357
GTM,2018,16845685
GTM,2019,17103803
GTM,2020,17357325
GTM,2021,17598650
GTM,2022,17847877
GTM,2023,18124838
GTM,2024,18406359
GTM,2025,18687881
GUY,2010,749256
GUY,2011,746153
GUY,2012,746288
GUY,2013,750021
GUY,2014,754229
GUY,2015,758781
GUY,2016,763548
GUY,2017,768479
GUY,2018,791556
GUY,2019,807665
GUY,2020,807481
GUY,2021,815482
GUY,2022,821637
GUY,2023,826353
GUY,2024,831087
GUY,2025,835986
HND,2010,8365878
HND,2011,8540583
HND,2012,8715076
HND,2013,8889278
HND,2014,9063122
HND,2015,9237305
HND,2016,9412380
HND,2017,9588137
HND,2018,9765210
HND,2019,9943633
HND,2020,10119640
HND,2021,10289877
HND,2022,10463872
HND,2023,10644851
HND,2024,10825703
HND,2025,11005850
HRV,2010,4295427
HRV,2011,4280622
HRV,2012,4260368
HRV,2013,4233922
HRV,2014,4201598
HRV,2015,4151725
HRV,2016,4106867
HRV,2017,4041407
HRV,2018,3988775
HRV,2019,3949390
HRV,2020,3914206
HRV,2021,3878981
HRV,2022,3855641
HRV,2023,3859686
HRV,2024,3866200
HRV,2025,3876200
HTI,2010,9803294
HTI,2011,9914904
HTI,2012,10069771
HTI,2013,10222362
HTI,2014,10373235
HTI,2015,10523242
HTI,2016,10671457
HTI,2017,10817754
HTI,2018,10962362
HTI,2019,11105163
HTI,2020,11243848
HTI,2021,11374586
HTI,2022,11503606
HTI,2023,11637398
HTI,2024,11772557
HTI,2025,11906095
HUN,2010,10000023
HUN,2011,9971727
HUN,2012,9920362
HUN,2013,9872734
HUN,2014,9833038
HUN,2015,9797755
HUN,2016,9759755
HUN,2017,9726756
HUN,2018,9706964
HUN,2019,9694824
HUN,2020,9670419
HUN,2021,9630932
HUN,2022,9605074
HUN,2023,9592186
HUN,2024,9562065
HUN,2025,9514251
IDN,2010,246305322
IDN,2011,249470032
IDN,2012,252698525
IDN,2013,255852467
IDN,2014,258877399
IDN,2015,261799249
IDN,2016,264627418
IDN,2017,267346658
IDN,2018,269951846
IDN,2019,272489381
IDN,2020,274814866
IDN,2021,276758053
IDN,2022,278830529
IDN,2023,281190067
IDN,2024,283487931
IDN,2025,285721236
IND,2010,1243481564
IND,2011,1261224954
IND,2012,1278674502
IND,2013,1295829511
IND,2014,1312277191
IND,2015,1328024498
IND,2016,1343944296
IND,2017,1359657400
IND,2018,1374659064
IND,2019,1389030312
IND,2020,1402617695
IND,2021,1414203896
IND,2022,1425423212
IND,2023,1438069596
IND,2024,1450935791
IND,2025,1463865525
IRL,2010,4560155
IRL,2011,4580084
IRL,2012,4599533
IRL,2013,4623816
IRL,2014,4657740
IRL,2015,4701957
IRL,2016,4762722
IRL,2017,4827445
IRL,2018,4898022
IRL,2019,4976456
IRL,2020,5039747
IRL,2021,5110585
IRL,2022,5212836
IRL,2023,5311538
IRL,2024,5395790
IRL,2025,5484367
IRN,2010,77420842
IRN,2011,78383598
IRN,2012,79370580
IRN,2013,80414686
IRN,2014,81502045
IRN,2015,82619362
IRN,2016,83812228
IRN,2017,85026754
IRN,2018,86117998
IRN,2019,87051648
IRN,2020,87723443
IRN,2021,88455488
IRN,2022,89524246
IRN,2023,90608707
IRN,2024,91567738
IRN,2025,92417681
IRQ,2010,31045366
IRQ,2011,32161424
IRQ,2012,33654842
IRQ,2013,35281989
IRQ,2014,36550059
IRQ,2015,37560535
IRQ,2016,38469627
IRQ,2017,39337353
IRQ,2018,40265624
